_id,__v,createdAt,sequence,updatedAt,courses,course_contents
60e03543cbbec8f807f36d52,0,2021-07-03 10:00:35.103,15,2021-10-12 07:55:27.499,60d6bbb3d06a4a20fac6ae37,
60e03554cbbec8f807f38d3b,0,2021-07-03 10:00:52.725,4,2021-09-24 05:39:59.317,60d5d0ceceac4ef7f215ebc9,
60e03565cbbec8f807f3aba0,0,2021-07-03 10:01:09.308,4,2021-10-23 05:59:01.736,60d5e259269c4a051eab28e8,
60e03571cbbec8f807f3b068,0,2021-07-03 10:01:21.859,8,2021-10-13 06:10:42.341,60d678187d99f41026204249,
60e03580cbbec8f807f3bd4a,0,2021-07-03 10:01:36.121,4,2021-10-14 09:12:51.447,60d6c74d92aeee0ae822a6c2,
60e0359ecbbec8f807f3bfc7,0,2021-07-03 10:02:06.459,3,2021-10-12 10:22:00.709,60d5cb52913a9223a479e5dd,
60e035accbbec8f807f3db67,0,2021-07-03 10:02:20.414,4,2021-10-17 02:28:34.704,60d68ff193656ce7950ea901,
60e035bacbbec8f807f3ee9b,0,2021-07-03 10:02:34.708,6,2021-09-23 18:14:47.058,60d6bf0f206f6ae5806f7a09,
60e035cbcbbec8f807f4069e,0,2021-07-03 10:02:51.206,7,2021-10-25 05:45:53.429,60d692cbc059a40adb370034,
60e035cbcbbec8f807f406ae,0,2021-07-03 10:02:51.607,6,2021-07-04 04:32:35.894,,60e03091b3a1e26fd4a71506
60e035d4cbbec8f807f40745,0,2021-07-03 10:03:00.144,8,2021-07-04 04:32:53.049,,60e03091b3a1e26fd4a71507
60e035d8cbbec8f807f40761,0,2021-07-03 10:03:04.068,7,2021-10-21 07:16:42.445,,60d0735493656ce7950b09a4
60e035d9cbbec8f807f40783,0,2021-07-03 10:03:05.529,10,2021-10-02 07:08:54.974,60d67e7d9b2c1d3c3e99fb88,
60e035dacbbec8f807f40799,0,2021-07-03 10:03:06.139,5,2021-07-04 04:33:10.568,,60e03091b3a1e26fd4a71508
60e035dbcbbec8f807f407b0,0,2021-07-03 10:03:07.525,13,2021-10-21 07:34:51.036,,60d0748b0bf268e35dcebb16
60e035dccbbec8f807f40924,0,2021-07-03 10:03:08.546,7,2021-07-04 04:33:12.888,,60e03091b3a1e26fd4a71509
60e035ddcbbec8f807f40bbd,0,2021-07-03 10:03:09.887,5,2021-07-04 04:33:13.429,,60e03091b3a1e26fd4a7150a
60e035f6cbbec8f807f426e9,0,2021-07-03 10:03:34.435,3,2021-09-30 07:17:12.195,60d6ab09ed8ee5e74ada1020,
60e03603cbbec8f807f4381b,0,2021-07-03 10:03:47.298,6,2021-10-01 15:41:50.530,60d6aa1c0928b00b00ecb1fe,
60e03610cbbec8f807f441af,0,2021-07-03 10:04:00.979,3,2021-10-13 17:33:50.920,60d5b9cc6742613575f32156,
60e0362ccbbec8f807f45866,0,2021-07-03 10:04:28.732,5,2021-10-13 09:13:27.828,60d69d69c20f0de793ab7e7e,
60e03631cbbec8f807f458bd,0,2021-07-03 10:04:33.166,4,2021-09-23 17:24:53.086,60d6c03d1ede65e5b0123134,
60e0363acbbec8f807f45922,0,2021-07-03 10:04:42.314,10,2021-10-13 09:13:31.852,60d69ec8307be2e78cdf4dc5,
60e03648cbbec8f807f45a0d,0,2021-07-03 10:04:56.302,8,2021-09-25 00:06:48.811,60d6d5a62f8db7e794c3e2a2,
60e03654cbbec8f807f45a74,0,2021-07-03 10:05:08.242,6,2021-10-17 18:53:41.907,60d6950f12cae8e759e7ac71,
60e0366acbbec8f807f4667c,0,2021-07-03 10:05:30.111,2,2021-09-24 02:14:11.522,60d6d10f9050a70b0bad6902,
60e03672cbbec8f807f46cd7,0,2021-07-03 10:05:38.617,7,2021-10-25 09:27:03.865,60d5ca98e66a9ee5ab431a13,
60e0367dcbbec8f807f47d4e,0,2021-07-03 10:05:49.826,10,2021-10-24 18:51:13.751,60d5c1e41b6d5fe571afe991,
60e036a4cbbec8f807f48ca5,0,2021-07-03 10:06:28.560,4,2021-10-06 16:34:13.370,60d6dcf73d549f33ea099645,
60e03794cbbec8f807f54ca8,0,2021-07-03 10:10:28.759,5,2021-09-24 00:40:21.837,60d6969b65b882e577d9a6d8,
60e037e3cbbec8f807f6e7d0,0,2021-07-03 10:11:47.646,5,2021-10-20 08:55:52.789,60d6d93312cae8e759e81d87,
60e0385bcbbec8f807f867be,0,2021-07-03 10:13:47.776,6,2021-10-25 14:32:38.394,60d6a8fb913a9223a47a2c46,
60e038cdcbbec8f807f87399,0,2021-07-03 10:15:41.547,3,2021-09-24 02:37:37.279,60d6a0d9f8c2690af34e8473,
60e038e6cbbec8f807f87454,0,2021-07-03 10:16:06.749,3,2021-09-29 00:29:45.164,60d58535b3e109b0c977af8d,
60e038f6cbbec8f807f874d6,0,2021-07-03 10:16:22.375,5,2021-10-24 02:32:42.471,60d58eea59cbe1bdefc1875d,
60e039b9cbbec8f807f8addd,0,2021-07-03 10:19:37.823,12,2021-10-22 12:04:41.653,60d5950a6742613575f2f1a4,
60e05a22cbbec8f807017803,0,2021-07-03 12:37:54.493,24,2021-09-25 02:30:29.512,60d01e0e86997de78c67ed99,
60e05a2bcbbec8f807017858,0,2021-07-03 12:38:03.057,6,2021-07-04 14:48:22.606,,60d01e97fcf703e75868cf6a
60e05acecbbec8f807017d4c,0,2021-07-03 12:40:46.456,4,2021-07-06 04:30:05.311,,60acaf9929035e6588909ca4
60e06b64cbbec8f80701f901,0,2021-07-03 13:51:32.639,21,2021-10-25 03:06:01.074,,60d6983b65b882e577d9a6db
60e06c6bcbbec8f8070203dc,0,2021-07-03 13:55:55.210,31,2021-10-27 00:08:07.009,,60d6975f706ccbe7c08f2fc5
60e07e1ecbbec8f80702a03c,0,2021-07-03 15:11:26.665,5,2021-10-24 15:37:32.100,60d016892f8db7e794c0338e,
60e07e39cbbec8f80702a0f5,0,2021-07-03 15:11:53.160,15,2021-10-27 06:45:49.156,60cef9043ddad08ba4e565c8,
60e07e5fcbbec8f80702a352,0,2021-07-03 15:12:31.211,10,2021-10-25 03:16:08.655,60cee6ed206f6ae5806ab07f,
60e07ed0cbbec8f80702a62a,0,2021-07-03 15:14:24.436,13,2021-10-09 22:23:45.413,60d04fdf65b882e577d622b3,
60e07ef5cbbec8f80702a763,0,2021-07-03 15:15:01.220,6,2021-10-05 21:36:57.957,60d01cad36216de3836dc65d,
60e07f54cbbec8f80702ab20,0,2021-07-03 15:16:36.370,4,2021-09-24 12:39:29.757,60d06005c20f0de793a7d156,
60e08088cbbec8f80702b66e,0,2021-07-03 15:21:44.111,19,2021-10-24 05:26:58.043,60d097f9e1a608e7869c52c2,
60e0851acbbec8f80702df3f,0,2021-07-03 15:41:14.319,10,2021-10-14 12:26:10.290,60d05f0393656ce7950b098f,
60e0858acbbec8f80702e33a,0,2021-07-03 15:43:06.604,4,2021-09-24 23:16:57.383,60d05a9e93656ce7950af8a4,
60e0928bcbbec8f8070349a7,0,2021-07-03 16:38:35.745,4,2021-09-02 04:45:31.842,,60da8ad3faec746d45fb74ce
60e09351cbbec8f807035038,0,2021-07-03 16:41:53.063,2,2021-07-12 01:06:58.271,,609ccd1958404120e0386f6f
60e0f31ecbbec8f8070581a2,0,2021-07-03 23:30:38.266,21,2021-10-24 11:46:56.940,60d6a417e9fd8e0ac5cde0b5,
60e1184dcbbec8f80706844b,0,2021-07-04 02:09:17.653,2,2021-07-04 14:08:30.463,,60d0b0e92290b18942efd162
60e11980cbbec8f807068e68,0,2021-07-04 02:14:24.784,4,2021-07-05 06:38:49.893,,60d3fa41206f6ae5806d6e4d
60e1273fcbbec8f807070c9a,0,2021-07-04 03:13:03.472,7,2021-07-05 01:45:14.217,,60d0adfaa8b9a4e76c7cb33d
60e130fdcbbec8f807076086,0,2021-07-04 03:54:37.788,1,2021-07-04 03:54:37.788,,60d46df60c21a91a2681d675
60e13146cbbec8f8070763d7,0,2021-07-04 03:55:50.192,5,2021-07-04 04:34:02.389,,60d5a32c991c55e7a5367af9
60e131a6cbbec8f8070767a8,0,2021-07-04 03:57:26.560,5,2021-07-04 04:28:53.238,,60d0ae10d47eb4e36bb41642
60e1374dcbbec8f807079760,0,2021-07-04 04:21:33.234,2,2021-07-04 04:21:33.342,,60d021b736216de3836dc660
60e13814cbbec8f807079d87,0,2021-07-04 04:24:52.272,2,2021-07-04 04:24:52.428,,60d5a5f9480a5ccdb0998464
60e13942cbbec8f80707a7dc,0,2021-07-04 04:29:54.484,12,2021-10-23 08:42:16.003,60d0f058fcf703e758697d9c,
60e13a3fcbbec8f80707b0ff,0,2021-07-04 04:34:07.662,2,2021-07-04 04:34:07.771,,60d5a453206f6ae5806e8508
60e13a4ecbbec8f80707b16a,0,2021-07-04 04:34:22.404,4,2021-07-05 02:22:24.832,,60d5a3975425d6decfab9d76
60e13a58cbbec8f80707b1b9,0,2021-07-04 04:34:32.777,3,2021-07-04 04:35:02.827,,60d5a3807378a0dd1de67897
60e13a66cbbec8f80707b231,0,2021-07-04 04:34:46.929,2,2021-07-04 04:34:47.116,,60d5a35393656ce7950e109d
60e150bbcbbec8f807084a85,0,2021-07-04 06:10:03.025,6,2021-10-24 12:14:00.245,,60d55fb912cae8e759e72611
60e1c120cbbec8f8070e87cb,0,2021-07-04 14:09:36.758,2,2021-07-04 14:09:36.947,,60d0b370a8b9a4e76c7cb348
60e263f7cbbec8f807127cc4,0,2021-07-05 01:44:23.746,9,2021-10-27 00:43:23.993,,60d16304d47eb4e36bb47bf3
60e263f9cbbec8f807127cdc,0,2021-07-05 01:44:25.847,4,2021-07-10 05:09:53.136,,60d16811a6b0f0e3790bbc69
60e26657cbbec8f807128f6c,0,2021-07-05 01:54:31.177,1,2021-07-05 01:54:31.177,,60d800031ede65e5b01297d3
60e27041cbbec8f80712e669,0,2021-07-05 02:36:49.974,2,2021-07-05 02:36:50.285,,60d8004ce1a608e786a00a33
60e2719fcbbec8f80712f2aa,0,2021-07-05 02:42:39.420,7,2021-09-21 09:25:01.528,,60ac82fbd22dc56594f8dc44
60e27366cbbec8f8071301e9,0,2021-07-05 02:50:14.341,6,2021-07-22 10:03:56.633,,60cdaf7c1b6d5fe571acbc1f
60e2765ccbbec8f8071321a6,0,2021-07-05 03:02:52.594,15,2021-10-22 10:45:14.340,,60d69ac5e66a9ee5ab434053
60e2771ccbbec8f80713285b,0,2021-07-05 03:06:04.418,4,2021-10-15 08:37:12.927,,60d702caed8ee5e74adaad0b
60e277eacbbec8f807132f44,0,2021-07-05 03:09:30.216,16,2021-10-08 02:23:56.426,,60da8b4301aa676d8cbaa386
60e27ac2cbbec8f807134d40,0,2021-07-05 03:21:38.968,1,2021-07-05 03:21:38.968,,60acc9dceacbe9656762d3ca
60e27bd6cbbec8f807135856,0,2021-07-05 03:26:14.998,9,2021-10-17 01:42:15.662,,60af501cca37906344c9ca21
60e27ef2cbbec8f80713793f,0,2021-07-05 03:39:30.266,10,2021-10-17 01:42:13.966,,60d29dfd93656ce7950c5596
60e28176cbbec8f80713929b,0,2021-07-05 03:50:14.514,5,2021-07-07 00:32:00.932,,60d800fa0014aa0ace9e1338
60e28778cbbec8f80713d641,0,2021-07-05 04:15:52.625,4,2021-10-17 01:29:29.877,,60d29dfd93656ce7950c5597
60e289b3cbbec8f80713ec46,0,2021-07-05 04:25:23.906,18,2021-10-03 03:36:19.073,,60d13f92d2ccc9e5919f7fd7
60e28e1fcbbec8f807141e07,0,2021-07-05 04:44:15.317,11,2021-10-03 04:00:49.759,,60d13f92d2ccc9e5919f7fd8
60e2917dcbbec8f807143f85,0,2021-07-05 04:58:37.009,12,2021-08-19 07:30:25.873,,60d13f92d2ccc9e5919f7fd9
60e2aa85cbbec8f807150833,0,2021-07-05 06:45:25.151,2,2021-07-05 06:45:25.681,,60d3fa853d549f33ea07d302
60e2b00ccbbec8f807153e1a,0,2021-07-05 07:09:00.366,20,2021-10-26 11:44:14.131,60da8506f7d0b570216f86b0,
60e2b711cbbec8f807158ae2,0,2021-07-05 07:38:57.488,4,2021-07-06 05:52:32.507,,60d3fc2b8325c9c39703a1d1
60e2d06ecbbec8f80716978f,0,2021-07-05 09:27:10.910,14,2021-10-22 03:25:48.370,,60d6917b0928b00b00ec93da
60e2d0aacbbec8f8071699a8,0,2021-07-05 09:28:10.927,10,2021-09-30 13:12:40.305,,60d691d21ede65e5b0120f39
60e3b1d9cbbec8f8071d3326,0,2021-07-06 01:28:57.448,1,2021-07-06 01:28:57.448,,60d8011143d7310abe8b706a
60e3bb25cbbec8f8071d8d65,0,2021-07-06 02:08:37.372,1,2021-07-06 02:08:37.372,,60d8012112cae8e759e83979
60e3cac6cbbec8f8071e2dff,0,2021-07-06 03:15:18.373,1,2021-07-06 03:15:18.373,,60d8013912cae8e759e8397a
60e3cfbccbbec8f8071e5f5a,0,2021-07-06 03:36:28.018,3,2021-10-26 10:09:20.427,,60d6cafb9b2c1d3c3e9a7a42
60e3cfc5cbbec8f8071e5fbd,0,2021-07-06 03:36:37.936,1,2021-07-06 03:36:37.936,,60d6cb07ed8ee5e74ada6716
60e3d5b2cbbec8f8071e9c9e,0,2021-07-06 04:01:54.684,3,2021-07-07 00:32:07.256,,60d80155c059a40adb378bbc
60e3efa6cbbec8f8071f7699,0,2021-07-06 05:52:38.470,3,2021-07-07 00:30:48.308,,60d3fc69ed8ee5e74ad8161a
60e3fcc1cbbec8f8071ff3ee,0,2021-07-06 06:48:33.325,1,2021-07-06 06:48:33.325,,60d3fce4e66a9ee5ab420ce8
60e3feaccbbec8f8072003fd,0,2021-07-06 06:56:44.106,21,2021-10-26 08:03:49.164,,60d52d37d06a4a20fac56a6d
60e40c1fcbbec8f807208688,0,2021-07-06 07:54:07.838,2,2021-07-07 06:37:19.890,,60d3fd828325c9c39703a1d4
60e43518cbbec8f80721d74a,0,2021-07-06 10:48:56.749,12,2021-10-12 12:55:45.856,,60d52d5b19e5ad210ef976bd
60e43b28cbbec8f8072208ba,0,2021-07-06 11:14:48.864,8,2021-10-14 11:11:56.592,,609b6e84f1da7321f5f9943c
60e43c4ccbbec8f807221389,0,2021-07-06 11:19:40.146,41,2021-10-14 16:23:02.505,,609b8fde9b82003abf24b8a6
60e43c5fcbbec8f807221457,0,2021-07-06 11:19:59.493,8,2021-10-04 13:23:27.589,,609b8f35759b4720d1ed3d93
60e44156cbbec8f807224132,0,2021-07-06 11:41:10.462,3,2021-10-27 07:05:43.950,,60b21b3c23255d6723b33f27
60e4434ecbbec8f8072256fa,0,2021-07-06 11:49:34.143,2,2021-07-06 11:49:34.365,,609ba7c314dca82233ecf91f
60e496e0cbbec8f807251e74,0,2021-07-06 17:46:08.253,1,2021-07-06 17:46:08.253,,60a2321e3bef09b497396cc0
60e497fccbbec8f807252951,0,2021-07-06 17:50:52.370,17,2021-10-26 09:23:17.519,,60cc82bd0c4ed7e5974115a4
60e50005cbbec8f807285d10,0,2021-07-07 01:14:45.808,1,2021-07-07 01:14:45.808,,60d80188e9fd8e0ac5ce7d6b
60e502accbbec8f8072876b6,0,2021-07-07 01:26:04.983,24,2021-10-28 04:25:46.577,,6098d751b956201341738e42
60e50bcccbbec8f80728dbda,0,2021-07-07 02:05:00.501,1,2021-07-07 02:05:00.501,,60d801a2f121ebdec0641f07
60e50d61cbbec8f80728ed9b,0,2021-07-07 02:11:45.578,17,2021-10-28 04:23:09.999,,6098d93de9db40107d742799
60e51bf0cbbec8f807298554,0,2021-07-07 03:13:52.170,2,2021-07-08 01:46:26.351,,60d801baed8ee5e74adab98d
60e52ca7cbbec8f8072a1c10,0,2021-07-07 04:25:11.264,7,2021-10-09 09:59:52.355,,60d17a81a91f2bdf1d54981c
60e52fd7cbbec8f8072a3a85,0,2021-07-07 04:38:47.791,1,2021-07-07 04:38:47.791,,60d29df512cae8e759e5f945
60e5303fcbbec8f8072a3e44,0,2021-07-07 04:40:31.052,1,2021-07-07 04:40:31.052,,60d29df512cae8e759e5f946
60e5304ecbbec8f8072a3fd8,0,2021-07-07 04:40:46.709,1,2021-07-07 04:40:46.709,,60af4e26b84b7b67b6b0f8b1
60e53f53cbbec8f8072ac41f,0,2021-07-07 05:44:51.528,4,2021-10-12 12:55:46.402,,60d52eebe66a9ee5ab427aa5
60e54065cbbec8f8072ad01e,0,2021-07-07 05:49:25.431,7,2021-10-26 06:45:56.526,,60d5ccb4ed8ee5e74ad9c1ff
60e5423fcbbec8f8072ae4aa,0,2021-07-07 05:57:19.131,3,2021-08-05 07:09:48.767,60d5b814c5b314eb9cedf2b9,
60e54253cbbec8f8072ae56b,0,2021-07-07 05:57:39.882,4,2021-10-12 12:55:47.035,,60d52f0a991c55e7a5364d92
60e542abcbbec8f8072ae866,0,2021-07-07 05:59:07.305,5,2021-09-23 21:08:51.583,60d6aceea91f2bdf1d569ca5,
60e5433dcbbec8f8072aee17,0,2021-07-07 06:01:33.204,7,2021-10-23 07:29:28.037,60d698b5706ccbe7c08f2fc9,
60e54403cbbec8f8072af54e,0,2021-07-07 06:04:51.637,26,2021-10-27 16:55:35.262,60d4675c3d549f33ea084a66,
60e5465bcbbec8f8072b0a62,0,2021-07-07 06:14:51.386,9,2021-10-09 20:21:55.021,60d58aa0e66a9ee5ab42f4ad,
60e5515fcbbec8f8072b7bdb,0,2021-07-07 07:01:51.685,5,2021-07-12 12:52:57.344,,60d18f0c206f6ae5806cb81b
60e55ad1cbbec8f8072bdae9,0,2021-07-07 07:42:09.158,1,2021-07-07 07:42:09.158,,60d3fdc993656ce7950d3cbe
60e56d0dcbbec8f8072c88c2,0,2021-07-07 08:59:57.434,8,2021-07-10 05:15:57.468,,60d403b48df887d59966b12f
60e5b79bcbbec8f8072ef16d,0,2021-07-07 14:18:03.076,4,2021-10-09 12:12:53.090,60d09d3f706ccbe7c08c39eb,
60e5b7a5cbbec8f8072ef1d8,0,2021-07-07 14:18:13.499,1,2021-07-07 14:18:13.499,,60d09e1f0bf268e35dcebb1a
60e5c5f5cbbec8f8072f74be,0,2021-07-07 15:19:17.850,3,2021-07-08 06:26:51.471,,609b59fd77dc942215bd3385
60e6118dcbbec8f80731aecb,0,2021-07-07 20:41:49.575,1,2021-07-07 20:41:49.575,,609cf62b77dc942215bdd936
60e635d4cbbec8f80732bea2,0,2021-07-07 23:16:36.743,4,2021-10-24 12:49:03.526,,60d05149d2ccc9e5919ef7b7
60e64002cbbec8f8073317fd,0,2021-07-08 00:00:02.779,1,2021-07-08 00:00:02.779,,609cfac46d3ba12100e8098f
60e64012cbbec8f807331878,0,2021-07-08 00:00:18.313,1,2021-07-08 00:00:18.313,,609e0751d5c7ff20b240dd83
60e6404dcbbec8f807331b35,0,2021-07-08 00:01:17.452,6,2021-10-16 10:49:10.272,,60d16d37a6b0f0e3790bc9f9
60e64f0ccbbec8f807339999,0,2021-07-08 01:04:12.606,15,2021-10-24 02:58:48.024,,609b2f97d5c7ff20b23feed6
60e64f21cbbec8f807339a57,0,2021-07-08 01:04:33.519,6,2021-10-20 03:11:13.459,,609b3181d5c7ff20b23feed8
60e64f36cbbec8f807339b2c,0,2021-07-08 01:04:54.178,8,2021-10-20 03:11:07.509,,609b32672c245a20c98da10e
60e64f49cbbec8f807339bd9,0,2021-07-08 01:05:13.563,4,2021-07-10 07:36:30.238,,609b348577dc942215bd3375
60e64f55cbbec8f807339c98,0,2021-07-08 01:05:25.781,2,2021-07-08 01:05:26.088,,609b3b2d4042a820d2da3e53
60e64f65cbbec8f807339de8,0,2021-07-08 01:05:41.077,2,2021-07-08 01:05:41.418,,609b5aba9b82003abf248c6a
60e64f71cbbec8f807339e59,0,2021-07-08 01:05:53.478,2,2021-07-08 01:05:53.702,,609b5ae362bf3ea603ef4ae7
60e64f8fcbbec8f807339f5a,0,2021-07-08 01:06:23.024,4,2021-07-11 13:01:30.352,,609b627ea3a9e320d7e3055c
60e65945cbbec8f80733f502,0,2021-07-08 01:47:49.235,2,2021-07-08 01:47:49.452,,609cd5b59fd21b23c34a11e7
60e65fd1cbbec8f8073439a0,0,2021-07-08 02:15:45.785,1,2021-07-08 02:15:45.785,,60d801cb706ccbe7c08fc2da
60e669d4cbbec8f807349a53,0,2021-07-08 02:58:28.056,1,2021-07-08 02:58:28.056,,60d801df6742613575f4529b
60e67253cbbec8f80734ee25,0,2021-07-08 03:34:43.613,1,2021-07-08 03:34:43.613,,60d801f10928b00b00ecd763
60e67e04cbbec8f807356163,0,2021-07-08 04:24:36.623,1,2021-07-08 04:24:36.623,,60d8021b3ddad08ba4e8f0b9
60e68ad7cbbec8f80735da2e,0,2021-07-08 05:19:19.370,2,2021-07-08 06:35:54.625,,60d8022f3d549f33ea09c142
60e69ad7cbbec8f807365c98,0,2021-07-08 06:27:35.836,1,2021-07-08 06:27:35.836,,60d541aff6e27d9d8867f0d8
60e6a041cbbec8f807368fde,0,2021-07-08 06:50:41.610,13,2021-10-28 02:54:48.403,,60cdaf65d47eb4e36bb363cb
60e6a69ccbbec8f80736cb62,0,2021-07-08 07:17:48.490,4,2021-07-09 07:03:24.353,,60d8023d1ede65e5b01297d6
60e6a7a8cbbec8f80736d59f,0,2021-07-08 07:22:16.598,4,2021-10-17 01:21:08.305,,60d135101b6d5fe571ae084b
60e6d26bcbbec8f807382d8e,0,2021-07-08 10:24:43.496,4,2021-10-12 07:22:18.200,,609a34220cc1f12119528c59
60e6d4d0cbbec8f807384539,0,2021-07-08 10:34:56.314,8,2021-10-17 14:10:30.865,,609a5ca2b0a428210f5d1e96
60e6d5c6cbbec8f807384ebe,0,2021-07-08 10:39:02.287,1,2021-07-08 10:39:02.287,,609cd37efb46dc238dd0b367
60e6e496cbbec8f80738cd55,0,2021-07-08 11:42:14.447,1,2021-07-08 11:42:14.447,,609ce14914dca82233ed3ede
60e6fbafcbbec8f80739889b,0,2021-07-08 13:20:47.676,2,2021-07-10 14:25:50.212,,60d01ec10bf268e35dce97fd
60e70b44cbbec8f8073a18bc,0,2021-07-08 14:27:16.408,13,2021-10-26 04:22:43.620,60d06564d47eb4e36bb3f03b,
60e766d9cbbec8f8073cc8ed,0,2021-07-08 20:58:01.094,13,2021-10-24 05:56:58.161,60cffb38d47eb4e36bb39cb7,
60e7a2cbcbbec8f8073e9051,0,2021-07-09 01:13:47.492,12,2021-10-25 13:07:44.295,,6098da6f3b9f07101f937249
60e7a5eecbbec8f8073eb013,0,2021-07-09 01:27:10.556,1,2021-07-09 01:27:10.556,,60d8025d10b48724ac275545
60e7aca5cbbec8f8073efc75,0,2021-07-09 01:55:49.384,7,2021-10-20 10:33:45.086,,6098dd5c52dcf0c4bee71c13
60e7aec6cbbec8f8073f0f74,0,2021-07-09 02:04:54.699,1,2021-07-09 02:04:54.699,,60d817633d549f33ea09c149
60e7b172cbbec8f8073f2b1d,0,2021-07-09 02:16:18.105,7,2021-10-19 01:21:10.470,,60d15b14e1a608e7869ca505
60e7b643cbbec8f8073f6426,0,2021-07-09 02:36:51.380,3,2021-10-09 00:59:57.987,,60ac5ee9c7b9a56729167679
60e7b71ccbbec8f8073f6ded,0,2021-07-09 02:40:28.041,1,2021-07-09 02:40:28.041,,60d817879b2c1d3c3e9b0417
60e7c4e1cbbec8f8073ff21d,0,2021-07-09 03:39:13.355,1,2021-07-09 03:39:13.355,,60d8179be66a9ee5ab43908b
60e7c8fbcbbec8f8074019a4,0,2021-07-09 03:56:43.276,1,2021-07-09 03:56:43.276,,60d309d9991c55e7a535a288
60e7cdffcbbec8f807405008,0,2021-07-09 04:18:07.560,3,2021-10-26 02:09:09.863,,60d6caae1ede65e5b0123977
60e7d0f7cbbec8f807406f79,0,2021-07-09 04:30:47.106,4,2021-10-14 13:23:04.446,,60d6ccf29b2c1d3c3e9a7a44
60e7d2adcbbec8f807408314,0,2021-07-09 04:38:05.461,3,2021-07-10 03:38:52.453,,60d817aaf8c2690af34ed5f7
60e7dbbdcbbec8f80740e296,0,2021-07-09 05:16:45.127,4,2021-07-10 03:38:50.350,,60d817bc0928b00b00ecd765
60e7f50acbbec8f80741b74d,0,2021-07-09 07:04:42.227,2,2021-07-10 08:37:10.540,,60af504c154c4567e53ac34d
60e7f582cbbec8f80741bc1c,0,2021-07-09 07:06:42.213,4,2021-07-10 05:59:40.895,,60d40580206f6ae5806d7f3d
60e7f5a7cbbec8f80741be75,0,2021-07-09 07:07:19.816,2,2021-07-10 06:45:52.143,,60d40592e1cdead66906a901
60e7ffa3cbbec8f80742350c,0,2021-07-09 07:49:55.437,1,2021-07-09 07:49:55.437,,60d405d793656ce7950d3ccb
60e80cd0cbbec8f80742d76b,0,2021-07-09 08:46:08.850,6,2021-07-12 01:30:19.898,,60d4060d65b882e577d83035
60e8936bcbbec8f807478470,0,2021-07-09 18:20:27.246,3,2021-10-24 12:33:09.793,,60a48eef57b30bb49fbde25d
60e90421cbbec8f8074af273,0,2021-07-10 02:21:21.849,1,2021-07-10 02:21:21.849,,60d817d112cae8e759e84144
60e91632cbbec8f8074bb34e,0,2021-07-10 03:38:26.594,2,2021-07-12 01:31:21.337,,60d818133ddad08ba4e8f0bc
60e91680cbbec8f8074bb5e2,0,2021-07-10 03:39:44.837,2,2021-07-13 01:56:55.019,,60d4141dd06a4a20fac4d408
60e92994cbbec8f8074c6b81,0,2021-07-10 05:01:08.252,3,2021-07-13 06:27:30.050,,60d40622329080d99749cc51
60e92c77cbbec8f8074c85db,0,2021-07-10 05:13:27.618,4,2021-10-27 00:45:35.797,,60d2f2baed8ee5e74ad779d3
60e92ce9cbbec8f8074c8978,0,2021-07-10 05:15:21.145,2,2021-07-10 05:15:21.343,,60d2f2e7d47eb4e36bb56db8
60e94abfcbbec8f8074db7a0,0,2021-07-10 07:22:39.484,2,2021-07-10 07:22:39.638,,60a200e90baacdb0a8eb32a3
60e94cd7cbbec8f8074dcb16,0,2021-07-10 07:31:35.760,1,2021-07-10 07:31:35.760,,60a2010c9c8cbfb482cee465
60e94e65cbbec8f8074ddadc,0,2021-07-10 07:38:13.977,1,2021-07-10 07:38:13.977,,60a201334a40ebb39dad855a
60e9503dcbbec8f8074dec51,0,2021-07-10 07:46:05.584,3,2021-10-12 10:06:32.250,,60a2054e9954d3b07aaeb1c1
60e95428cbbec8f8074e1202,0,2021-07-10 08:02:48.927,1,2021-07-10 08:02:48.927,,60a20574f2c643b478a83a0a
60e9568ccbbec8f8074e28e7,0,2021-07-10 08:13:00.667,2,2021-07-26 03:51:13.055,,60a205a3626e5ab3ab7fee2a
60e95d42cbbec8f8074e6bd1,0,2021-07-10 08:41:38.854,4,2021-07-12 04:53:11.189,,60af51af0aeb7b67caf0b490
60e96b11cbbec8f8074ee1c9,0,2021-07-10 09:40:33.514,4,2021-09-25 07:39:53.474,,60d9358ae66a9ee5ab43b4bd
60e9ae04cbbec8f80750ed1c,0,2021-07-10 14:26:12.095,4,2021-07-14 14:35:27.947,,60d01ed2ebdc05e39ddf2cbe
60eaeb93cbbec8f8075a4dcd,0,2021-07-11 13:01:07.180,4,2021-07-11 13:01:50.513,,609b7e0b764931920e60c824
60eaebb6cbbec8f8075a4f1a,0,2021-07-11 13:01:42.041,4,2021-07-11 13:02:35.157,,609b84d2548b71237e9e26bb
60eb95c4cbbec8f8075f483a,0,2021-07-12 01:07:16.557,3,2021-07-12 06:30:14.497,,609ccd58a3a9e320d7e35731
60eba528cbbec8f8075fd56a,0,2021-07-12 02:12:56.858,2,2021-07-12 06:51:38.520,,60d81851206f6ae5806fc07e
60ebbc07cbbec8f80760cf4a,0,2021-07-12 03:50:31.470,1,2021-07-12 03:50:31.470,,60d40872307be2e78cddfb41
60ebcc5ccbbec8f80761827e,0,2021-07-12 05:00:12.821,2,2021-07-13 00:58:00.772,,60d413d6913a9223a478dbb8
60ebe1e5cbbec8f807624be1,0,2021-07-12 06:32:05.596,2,2021-07-12 06:32:05.700,,609ccd97f1da7321f5f9ce20
